394	25	21	17
395	12	18	23
396	21	10	17
397	17	13	26
398	12	16	23
399	15	23	19
400	25	20	16
401	23	13	19
402	19	14	25
403	16	12	23
404	19	15	23
405	19	14	23
406	15	11	21
407	21	11	17
408	208	16	12
409	14	25	20
410	12	17	23
411	18	23	14
412	14	25	21
413	11	17	21
414	16	21	12
415	16	21	12
416	13	21	17
417	21	12	17
418	17	21	12
419	14	25	21
420	17	13	23
421	18	23	14
422	21	10	16
423	20	25	16
424	17	21	13
425	18	14	23
426	21	10	17
427	14	25	20
428	23	13	19
429	14	25	20
430	25	14	21
431	22	13	17
432	21	12	17
433	19	23	15
434	25	14	21
435	25	21	16
436	25	21	16
437	21	12	17
438	12	23	19
439	25	14	20
440	23	14	18
441	23	14	19
442	21	10	17
443	15	11	218
444	21	12	16
445	23	19	14
446	15	10	30
447	13	17	23
448	10	21	16
449	19	23	15
450	21	7	31
451	24	20	16
452	17	13	23
453	24	14	20
454	17	21	12
455	21	17	13
456	81	91	71
457	21	17	12
458	14	19	27
459	14	18	23
460	23	14	19
461	11	20	24
462	21	16	12
463	12	17	23
464	19	23	14
465	19	23	15
466	18	14	25
467	24	14	20
468	10	15	21
469	13	17	23
470	21	10	16
471	25	14	20
472	13	17	23
473	19	23	15
474	12	17	23
475	15	11	22
476	19	23	14
477	17	21	13
478	25	21	17
479	18	14	25
480	23	13	19
481	13	17	23
482	12	21	17
483	23	12	19
484	13	17	22
485	13	8	414
486	5251	13	8
487	20	25	16
488	139	9	13
489	12	23	18
490	17	13	23
491	17	21	12
492	13	122	17
493	20	25	16
494	22	11	17
495	25	14	20
496	21	13	17
497	17	13	23
498	23	18	14
499	23	15	19
500	25	14	20
501	23	18	14
502	24	13	8
503	25	14	20
504	275	13	17
505	14	25	20
506	23	5	3814
507	250	20	480
508	18	14	25
509	4	134	37
510	17	21	13
511	11	7	369
512	14	23	18
513	23	19	14
514	23	18	14
515	23	12	18
516	7	11	63
517	155	13	8
518	21	10	16
519	10	15	21
520	23	14	18
521	18	14	23
522	19	23	14
523	22	17	13
524	12	21	17
525	10	21	16
526	10	14	21
527	17	12	23
528	14	25	21
529	23	15	19
530	19	15	25
531	13	21	17
532	66	15	11
533	36	15	11
534	21	16	12
535	17	13	21
536	14	18	25
537	13	17	23
538	15	19	25
539	7	23	13
540	7	31	13
541	21	11	17
542	14	2188	10
543	13	17	23
544	9	13	345
545	12	17	23
546	23	18	14
547	21	10	17
548	23	18	14
549	16	21	12
550	15	23	19
551	23	13	19
552	21	12	16
553	23	14	19
554	19	14	25
555	18	14	23
556	32	24	38
557	19	14	23
558	12	16	21
559	19	23	14
560	18	14	24
561	21	17	12
562	13	23	19
563	23	19	14
564	18	23	14
565	14	18	25
566	17	21	12
567	12	23	18
568	18	23	14
569	12	21	16
570	38	9	42
571	15	23	19
572	19	23	15
573	12	17	23
574	25	14	20
575	18	23	14
576	13	23	19
577	14	10	21
578	21	17	12
579	16	21	12
580	21	25	16
581	16	12	23
582	14	18	25
583	17	12	23
584	23	12	18
585	25	21	17
586	14	23	19
587	65	61	77
588	14	25	20
589	21	10	17
590	30	34	25
591	12	23	19
592	23	12	18
593	17	21	13
594	19	23	14
595	18	23	14
596	18	14	24
597	12	21	17
598	21	17	12
599	21	12	16
600	21	17	12
601	18	23	14
602	21	17	12
603	12	16	21
604	23	14	19
605	19	15	23
606	21	13	17
607	25	14	21
608	23	14	19
609	13	17	21
610	16	12	21
611	14	25	20
612	17	22	13
613	15	25	21
614	12	21	17
615	49	53	44
616	18	23	14
617	18	23	14
618	21	17	12
619	19	23	14
620	15	11	21
621	23	19	15
622	23	19	14
623	10	17	21
624	17	21	12
625	21	13	17
626	22	13	17
627	14	25	20
628	23	19	14
629	21	17	13
630	17	12	23
631	8	25	13
632	15	19	63
633	19	14	25
634	19	10	24
635	21	16	12
636	13	17	23
637	21	25	17
638	21	12	17
639	23	12	18
640	21	11	17
641	23	14	19
642	13	23	19
643	18	23	14
644	23	14	18
645	23	15	19
646	12	16	23
647	23	9	19
648	40	45	51
649	18	14	27
650	19	14	25
651	23	14	18
652	12	21	17
653	18	14	24
654	14	19	25
655	21	10	17
656	23	19	14
657	13	22	17
658	21	17	13
659	13	19	23
660	13	17	21
661	23	18	14
662	15	10	21
663	14	23	19
664	18	14	24
665	23	13	19
666	14	19	25
667	18	14	25
668	12	21	16
669	14	23	19
670	17	12	23
671	17	21	12
672	19	15	25
673	18	14	25
674	25	21	17
675	12	17	23
676	12	23	19
677	19	23	15
678	12	17	23
679	12	23	19
680	48	13	43
681	17	12	23
682	23	19	14
683	16	12	23
684	17	12	21
685	16	21	12
686	23	12	18
687	12	17	26
688	22	17	13
689	18	23	14
690	17	21	12
691	15	10	85
692	23	18	14
693	12	16	23
694	12	21	17
695	16	21	12
696	23	18	14
697	12	23	18
698	23	14	18
699	18	23	14
700	21	12	16
701	18	23	14
702	12	23	19
703	23	12	18
704	21	11	17
705	22	17	13
706	23	18	14
707	19	15	25
708	20	25	16
709	21	17	12
710	17	21	13
711	21	17	12
712	15	11	21
713	20	25	16
714	13	17	22
715	83	68	76
716	38	38	38
717	23	19	14
718	19	23	15
719	23	10	19
720	16	21	12
721	14	23	19
722	21	13	17
723	14	24	20
724	17	21	12
725	23	14	19
726	18	14	25
727	25	15	21
728	24	20	16
729	17	12	21
730	17	12	23
731	23	18	14
732	21	16	12
733	23	19	14
734	69	65	76
735	19	14	25
736	10	230	15
737	17	12	21
738	11	17	21
739	19	15	25
740	21	17	12
741	15	19	25
742	17	21	13
743	21	16	12
744	19	23	15
745	21	17	12
746	14	18	24
747	23	13	19
748	18	14	23
749	19	13	23
750	15	19	23
751	12	21	17
752	11	15	22
753	18	14	25
754	18	14	24
755	17	21	12
756	21	12	17
757	12	21	16
758	12	16	21
759	23	19	14
760	23	18	14
761	17	21	12
762	18	23	14
763	16	12	23
764	21	17	13
765	21	25	16
766	23	19	15
767	23	12	19
768	19	14	25
769	12	23	18
770	12	23	18
771	13	23	19
772	15	11	21
773	16	12	23
774	21	17	12
775	21	17	13
776	13	21	17
777	12	23	19
778	15	10	21
779	17	21	13
780	13	23	19
781	12	23	19
782	15	23	19
783	16	12	21
784	12	21	17
785	21	12	17
786	13	17	23
787	43	47	39
788	23	18	14
789	19	23	14
790	14	23	18
791	23	18	14
792	23	12	19
793	22	13	17
794	20	25	16
795	15	19	25
796	13	23	19
797	19	23	15
798	14	18	23
799	17	21	12
800	17	12	23
801	15	25	21
802	11	21	17
803	12	16	23
804	19	15	25
805	21	17	12
806	18	14	23
807	17	12	23
808	21	13	17
809	12	23	19
810	23	19	14
811	23	19	14
812	12	21	17
813	23	12	19
814	11	21	17
815	19	23	14
816	23	14	19
817	23	15	19
818	14	25	20
819	15	19	25
820	18	14	23
821	12	21	16
822	17	12	21
823	21	13	17
824	23	19	14
825	12	21	17
826	13	22	17
827	14	19	25
828	12	17	23
829	22	13	17
830	23	12	19
831	21	17	13
832	12	16	23
833	13	17	23
834	23	19	15
835	19	15	25
836	21	25	16
837	19	23	14
838	23	19	15
839	15	51	10
840	23	14	18
841	13	23	19
842	12	17	23
843	23	19	14
844	25	14	21
845	17	13	21
846	17	12	21
847	15	19	25
848	18	23	14
849	12	23	18
850	17	21	13
851	21	13	17
852	23	19	15
853	17	21	12
854	18	14	25
855	23	12	18
856	13	433	8
857	13	17	22
858	21	17	12
859	21	17	12
860	18	23	14
861	13	25	9
862	21	17	13
863	17	12	21
864	12	21	17
865	12	23	18
866	16	21	12
867	23	19	15
868	14	22	28
869	13	23	19
870	12	19	23
871	14	23	18
872	13	17	23
873	10	14	21
874	19	23	14
875	12	17	23
876	23	14	19
877	17	13	21
878	21	17	13
879	10	174	17
880	9	51	13
881	22	13	17
882	12	21	17
883	18	23	14
884	21	25	16
885	21	17	12
886	13	17	21
887	12	21	16
888	15	11	21
889	11	15	21
890	44	53	48
891	12	16	21
892	22	11	17
893	14	23	18
894	21	16	12
895	17	21	13
896	19	23	14
897	18	23	14
898	19	23	15
899	19	23	14
900	21	17	12
901	25	14	20
902	12	16	23
903	12	16	23
904	19	23	15
905	19	14	25
906	14	25	20
907	21	16	12
908	23	19	15
909	14	19	25
910	14	19	25
911	16	12	25
912	19	15	25
913	19	14	25
914	13	23	19
915	20	25	16
916	17	22	13
917	21	12	17
918	12	23	18
919	23	12	19
920	17	22	13
921	25	15	21
922	21	17	13
923	15	19	25
924	12	21	17
925	21	12	17
926	23	12	19
927	14	18	25
928	16	12	23
929	10	21	16
930	21	25	16
931	18	23	14
932	22	13	17
933	18	23	14
934	16	12	23
935	17	21	12
936	15	10	24
937	12	17	23
938	16	25	21
939	13	17	23
940	23	19	14
941	13	17	26
942	12	21	16
943	23	18	14
944	17	21	12
945	25	14	20
946	19	15	25
947	19	23	14
948	21	17	13
949	19	23	14
950	19	23	14
951	26	30	21
952	14	19	23
953	17	13	26
954	12	18	23
955	13	9	502
956	19	15	25
957	17	13	23
958	23	12	18
959	19	23	14
960	13	17	26
961	13	23	19
962	15	23	19
963	13	21	17
964	19	14	25
965	15	19	25
966	12	17	23
967	17	12	23
968	23	14	19
969	12	23	18
970	15	10	23
971	21	16	12
972	12	17	23
973	21	12	16
974	10	15	21
975	12	21	17
976	11	21	17
977	12	21	16
978	17	22	13
979	19	23	14
980	19	23	14
981	19	14	25
982	21	12	17
983	14	18	23
984	17	22	13
985	12	23	18
986	23	18	14
987	25	21	16
988	12	23	19
989	11	17	21
990	19	14	25
991	25	14	21
992	21	17	12
993	22	17	13
994	12	17	23
995	23	18	14
996	23	13	19
997	17	21	13
998	17	13	23
999	21	17	63
